Time,HA_MISG1,HpA_MISG1,HA_MISG2,HpA_MISG2,HA_MISG3,HpA_MISG3,HA_MISG4,HpA_MISG4,HA_MISG5,HpA_MISG5,HA_MISG6,HpA_MISG6,HA_MISG7,HpA_MISG7,HA_MISG8,HpA_MISG8,HA_MISG9,HpA_MISG9
2260.0,16909.4,9612.63,17033.7,9673.34,17233.0,9718.65,17275.9,9731.33,17362.0,9790.34,18649.6,20027.0,18757.8,20157.6,18955.3,20313.2,19108.2,20382.7
2280.0,16892.4,9613.9,17038.4,9669.21,17214.4,9712.68,17257.7,9734.6,17373.7,9786.2,18661.0,20021.5,18776.5,20166.6,18964.8,20300.2,19116.5,20397.3
2300.0,16906.4,9608.48,17041.5,9677.15,17259.8,9714.24,17281.9,9724.66,17375.7,9787.52,18657.9,20030.2,18771.2,20187.2,18968.7,20298.3,19126.0,20400.0
2320.0,16910.0,9608.65,17048.3,9678.67,17231.5,9719.96,17291.8,9729.61,17377.2,9783.86,18658.4,20013.7,18784.4,20170.9,18969.7,20301.6,19117.7,20389.2
2340.0,16913.3,9614.42,17056.3,9679.07,17239.7,9717.48,17290.3,9733.33,17391.5,9787.26,18673.1,20000.5,18794.8,20176.8,18997.3,20326.9,19134.1,20385.0
2360.0,16902.7,9616.71,17048.1,9680.97,17235.0,9723.26,17301.7,9732.78,17378.4,9790.89,18686.9,20013.9,18786.6,20188.0,18992.3,20315.9,19114.7,20401.2
2380.0,16931.1,9615.18,17052.7,9682.38,17237.7,9719.68,17274.2,9744.22,17372.1,9793.1,18673.4,20033.9,18804.1,20215.4,19003.1,20304.1,19139.2,20411.5
2400.0,16937.5,9617.81,17054.9,9679.31,17220.5,9729.99,17310.2,9737.36,17384.4,9795.23,18673.8,20031.4,18813.7,20198.6,18986.2,20311.4,19150.1,20399.1
2420.0,16849.5,9622.93,16999.6,9687.1,17143.7,9722.06,17194.8,9747.03,17267.0,9805.44,18620.7,20063.0,18766.8,20211.4,18952.0,20321.5,19046.2,20423.2
2440.0,16712.8,9597.41,16844.8,9649.83,16967.7,9684.34,17015.5,9727.79,17077.6,9786.42,18473.3,19978.1,18629.3,20141.6,18791.4,20254.2,18864.3,20339.9
